license_year,license_number,animals_name,species,primary_breed,secondary_breed,weight_kg
2018,LN727923,Tasha,Dog,Shih Tzu,Unknown,17.06
2018,LNS145837,Monster,Dog,Chow Chow,Unknown,19.16
2018,LN944960,Rocky IV,Dog,Terrier,Mix,25.68
2017,LN584070,Maggie,Dog,"Terrier, Cairn",Unknown,6.65
2018,LNS143264,Lulabelle,Dog,"Poodle, Miniature",Mix,21.42
2017,LN576860,Skipper,Dog,Border Collie,"Retriever, Labrador",24.56
2018,LN86261,Kuma,Dog,"Retriever, Labrador",Unknown,20.08
2017,LNS132770,Bird,Dog,Pointer,Unknown,16.14
2018,LNS140235,Kona,Dog,Olde English Bulldogge,Boxer,27.74
2018,LN8003134,Arya,Dog,Shepherd,Rhodesian Ridgeback,10.95
2018,LNS113102,Kirk,Dog,Australian Cattle Dog,"Cur, Mountain",15.26
2018,LNS140550,Farmer,Dog,"Retriever, Labrador",Unknown,18.64
2018,LNS142134,Oxford,Dog,"Bulldog, French",Unknown,29.88
2018,LNS145181,Izzie,Dog,Terrier,Unknown,23.65
2018,LNS128797,Bella,Dog,"Retriever, Labrador",Mix,14.06
2018,LN960337,Luna,Dog,"Poodle, Standard",Unknown,20.75
2018,LNS117162,Penny,Dog,"Terrier, American Staffordshire",Unknown,9.12
2018,LNS144685,Zooey,Dog,German Shepherd,Rottweiler,24.56
2018,LNS129868,Buster,Dog,"Terrier, Yorkshire",Unknown,26.49
2018,LNS138449,Maxx,Dog,"Terrier, American Staffordshire",Unknown,21.38
2018,LNS147792,Blackberry,Dog,"Spaniel, American Cocker","Poodle, Miniature",19.24
2018,LN134273,Spencer,Dog,"Pointer, German Wirehaired",Australian Shepherd,17.2
2018,LNS147123,Sonny Lee,Dog,Siberian Husky,"Retriever, Labrador",23.88
2017,LNS104231,Steve,Dog,"Pointer, German Shorthaired",Mix,21.69
2018,LNS142348,Bob,Dog,"Spaniel, Cavalier King Charles",Bichon Frise,17.36
2018,LN29933,Charlie,Dog,"Chihuahua, Short Coat",Unknown,11.05
2018,LN725389,Ellie,Dog,Havanese,Unknown,8.02
2018,LN904884,Penny,Dog,Brittany,"Terrier, Jack Russell",27.13
2018,LN441875,Edgar,Dog,"Retriever, Golden","Retriever, Labrador",24.38
2017,LN444830,Hanna,Dog,"Chihuahua, Short Coat",Unknown,18.88
2018,LN137333,Finn,Dog,"Terrier, Jack Russell",Unknown,24.7
2018,LNS109832,Lucy,Dog,"Terrier, Boston","Spaniel, American Cocker",25.59
2017,LN24007,Rocco,Dog,"Terrier, American Pit Bull",Mix,15.06
2017,LN25600,Lobo,Dog,Havanese,Unknown,19.59
2017,LNS126781,Grommet,Dog,"Bulldog, American","Terrier, American Pit Bull",14.9
2018,LNS144834,Iggy Pup,Dog,Border Collie,Unknown,22.26
2018,LNS138044,Bentley,Dog,"Poodle, Standard",Unknown,5.27
2018,LNS113809,Abby,Dog,Retriever,Unknown,16.18
2018,LNS132307,Rocket,Dog,Border Collie,Australian Shepherd,21.33
2018,LN27142,Ketchup,Dog,Beagle,Unknown,14.91
2018,LNS119581,Scotty Smalls Sweeny,Dog,Plott Hound,Unknown,16.94
2018,LN283897,Apollo,Dog,Xoloitzcuintli,Unknown,25.25
2017,LN215802,Mina,Dog,Alaskan Malamute,Unknown,27.66
2016,LNS124550,Puggles,Dog,Pug,Beagle,11.23
2017,LNS132664,Reyka,Dog,"Retriever, Labrador",Mix,24.27
2018,LN8003607,Tallulah,Dog,Terrier,Mix,27.93
2018,LNS141258,Cohen,Dog,"Terrier, American Staffordshire","Retriever, Labrador",22.25
2018,LN731194,Gigi,Dog,"Pointer, German Shorthaired",Unknown,23.62
2018,LN137103,Punkin,Dog,"Retriever, Labrador",Unknown,23.07
2018,LN726628,Abbie,Dog,Pug,Beagle,27.54
2017,LNS130272,Pip,Dog,Border Collie,Dalmatian,17.37
2018,LNS146382,Sadie,Dog,American Eskimo,Mix,28.15
2018,LN8000807,Charlie,Dog,"Terrier, Jack Russell",Mix,30.79
2018,LNS144835,Isabelle,Dog,"Bulldog, American",Unknown,16.33
2018,LN274480,Betsy,Dog,Pug,"Dachshund, Miniature Smooth Haired",6.34
2018,LNS120164,Lucy,Cat,Domestic Shorthair,Unknown,4.27
2018,LN8003880,Loka,Cat,Maine Coon,Mix,4.09
2017,LN28606,Elsie,Cat,Domestic Shorthair,Unknown,4.69
2018,LNS150141,Louie,Cat,Domestic Shorthair,Mix,4.47
2018,LN715043,Cooper,Cat,Domestic Longhair,Unknown,4.04
2018,LN956951,Witten,Cat,Domestic Medium Hair,Unknown,4.55
2017,LN569968,Rocky,Cat,Domestic Shorthair,Unknown,4.49
2017,LN22589,Penny,Cat,Domestic Shorthair,Unknown,5.17
2018,LNS112919,Ashia,Cat,Domestic Shorthair,Mix,4.63
2018,LN896716,Ruby,Cat,American Shorthair,Unknown,3.78
2018,LN129101,Lady Chat,Cat,Domestic Shorthair,Unknown,4.24
2018,LNS145957,Reginald,Cat,Domestic Shorthair,Mix,4.55
2017,LN898454,Stinker,Cat,Domestic Shorthair,Unknown,4.22
2016,LN22082,Mattie (formerly Sergeant),Cat,Domestic Shorthair,Unknown,3.89
2017,LN133474,Lemieux,Cat,Domestic Shorthair,Unknown,4.79
2018,LNS136776,Bee,Cat,Domestic Shorthair,Mix,4.74
2018,LNS138026,Blue,Cat,Domestic Medium Hair,Unknown,3.89
2017,LNS104761,Allie Cat,Cat,American Shorthair,Unknown,4.81
2018,LNS146992,Hunter,Cat,Domestic Shorthair,Mix,4.68
2018,LNS140540,Nomar Garciaparra,Cat,Domestic Medium Hair,Unknown,4.35
2017,LNS106646,Max Cat Eyler,Cat,Domestic Shorthair,Unknown,4.68
2018,LNS104048,Kirito,Cat,Domestic Shorthair,Unknown,5.4
2017,LNS127776,Eli,Cat,Domestic Shorthair,Mix,4.1
2018,LN823790,Uncle Gus,Cat,Domestic Medium Hair,Unknown,4.54
2015,LN892856,Lexy,Cat,Domestic Shorthair,Unknown,4.54
2018,LN8003503,Schumer,Cat,Domestic Shorthair,Mix,4.38
2018,LNS139393,Zander,Cat,Domestic Shorthair,Mix,4.54
2018,LN730467,Moxee,Cat,Domestic Shorthair,Unknown,4.3
2018,LNS134657,Laurel,Cat,Domestic Shorthair,Mix,4.51
2018,LNS139603,T.K.,Cat,Mix,Unknown,4.75
2016,LN957804,Trilby,Dog,"Poodle, Standard",Unknown,26.08
2018,LNS129715,Susie,Dog,"Chihuahua, Short Coat",Unknown,22.5
2018,LN722752,Freckles,Dog,"Dachshund, Standard Smooth Haired",Unknown,13.42
2017,LNS127805,Hudson,Dog,"Retriever, Golden","Poodle, Miniature",13.58
2018,LN728511,Maddie,Dog,Doberman Pinscher,Mix,22.48
2018,LNS115225,Kuja,Dog,"Spaniel, Welsh Springer","Pointer, German Shorthaired",26.58
2018,LN217890,Joy,Dog,Terrier,Unknown,14.56
2017,LNS129210,Mico,Dog,Papillon,Unknown,21.5
2018,LN358763,Chicken,Dog,"Chihuahua, Short Coat",Terrier,17.07
2018,LN733258,Charlie,Dog,Australian Shepherd,Spaniel,18.52
2018,LNS143706,Guinness,Dog,"Retriever, Labrador",Mix,20.92
2018,LN8001598,Bijou,Dog,Bichon Frise,Unknown,11.46
2018,LN209705,Sonny,Dog,Pomeranian,Unknown,12.21
2017,LN30023,Savvy,Dog,Siberian Husky,German Shepherd,17.07
2018,LN441437,Potato,Dog,Greyhound,Unknown,20.78
2017,LN132789,Baxter,Dog,Rottweiler,Boxer,15.68
2018,LNS139201,Toby,Dog,McNab Herding Dog,Mix,30.19
2017,LNS117108,Honey-Bea,Dog,"Spaniel, Cavalier King Charles",Unknown,16.53
2018,LNS138081,Chiquita,Dog,"Chihuahua, Short Coat",Mix,25.15
2018,LNS143881,Bella,Dog,"Chihuahua, Short Coat",Mix,31.17
2018,LNS105304,Bandi,Dog,Lhasa Apso,Unknown,30.54
2018,LNS139777,Bubba,Dog,"Terrier, Pit Bull",Mix,17.72
2018,LN961373,Midna,Dog,Australian Cattle Dog,Unknown,21.9
2018,LNS147239,Adam Hooch,Dog,"Bulldog, English",Unknown,21.57
2018,LN954872,Riley,Dog,Shih Tzu,"Poodle, Miniature",20.67
2017,LNS130405,Sukoshi,Dog,"Australian Shepherd, Miniature",Unknown,20.98
2018,LN441002,Blue,Dog,Catahoula Leopard dog,Mix,15.41
2018,LNS138162,Sophie,Dog,"Spaniel, Cavalier King Charles",Unknown,27.65
2018,LNS128012,Luka,Dog,Shih Tzu,Mix,25.92
2018,LNS109219,Nala,Dog,"Terrier, American Pit Bull",Unknown,25.8
2017,LN359993,Cy Murray,Dog,Boxer,German Shepherd,26.18
2018,LNS120095,Tad,Dog,"Chihuahua, Short Coat",Mix,17.52
2018,LN8000022,Xander,Dog,"Bulldog, French",Unknown,12.47
2018,LNS126021,Jack,Dog,Newfoundland,Unknown,24.01
2018,LNS119537,Lucy,Dog,"Retriever, Golden","Poodle, Standard",14.78
2018,LN8001459,Martini,Dog,Whippet,Unknown,15.51
2018,LNS125714,Quark,Dog,"Chihuahua, Short Coat",Unknown,17.2
2017,LN137770,Abbie,Dog,Border Collie,Unknown,28.17
2018,LNS106359,Maggie Mae,Dog,"Australian Shepherd, Miniature","Poodle, Miniature",19.77
2018,LNS135822,O*Zone,Cat,Domestic Shorthair,Unknown,4.01
2018,LN715708,Mango,Cat,Domestic Longhair,Unknown,3.76
2017,LN897332,Muffin,Cat,Domestic Shorthair,Unknown,4.34
2018,LNS144722,Sami,Cat,American Shorthair,Unknown,4.73
2017,LN353589,Frodo,Cat,Domestic Shorthair,Unknown,4.71
2018,LNS145412,Fred,Cat,Domestic Longhair,Unknown,4.17
2018,LN896974,Squirt,Cat,Domestic Shorthair,Unknown,4.71
2017,LN817929,Salsa,Cat,Domestic Shorthair,Unknown,4.1
2018,LN444880,Knuckles,Cat,Domestic Shorthair,Unknown,4.34
2018,LNS109218,Tinkerbell,Cat,Domestic Medium Hair,Mix,4.53
2018,LNS141191,Max,Cat,Domestic Shorthair,Mix,5.02
2017,LN361150,Charlie,Cat,Domestic Shorthair,Unknown,4.57
2018,LN897456,Sufjan,Cat,Domestic Longhair,Maine Coon,4.35
2018,LNS129759,June Bug,Cat,Domestic Medium Hair,Mix,4.34
2018,LN127256,Sushi,Cat,Siamese,Mix,4.79
2018,LNS146798,Delta,Cat,American Shorthair,Mix,5.04
2018,LN349052,Enzo,Cat,Domestic Shorthair,Unknown,4.28
2018,LN833417,Sylvester,Cat,Domestic Longhair,Unknown,4.35
2018,LNS147712,Anthony,Cat,Domestic Shorthair,Unknown,4.74
2018,LNS121162,Oreo,Cat,Domestic Shorthair,Mix,4.58
2017,LN832743,Diamond,Cat,Domestic Shorthair,Mix,4.42
2018,LNS120107,Posh,Cat,Domestic Longhair,Unknown,4.78
2018,LNS126338,Merseyside,Cat,Domestic Shorthair,Mix,4.24
2018,LNS128711,Raina,Cat,Maine Coon,Unknown,4.32
2018,LN571386,Socks,Cat,Domestic Longhair,Unknown,4.16
2018,LNS132953,Vincent Van Goat,Goat,Miniature,Unknown,73.96
2018,LNS119803,Dewey,Dog,Miniature Pinscher,Unknown,17.29
2018,LN359159,Kira,Dog,"Retriever, Labrador","Poodle, Miniature",24.03
2018,LN8003017,Chewy,Dog,"Setter, Gordon","Terrier, Airedale",21.94
2017,LNS104072,Eleanor,Dog,"Bulldog, English",Mix,19.15
2018,LN137052,Aamira,Dog,"Terrier, American Pit Bull",Mix,23.96
2017,LN584763,Sooie,Dog,"Terrier, Border",Unknown,38.61
2017,LNS133160,Penny,Dog,"Welsh Corgi, Cardigan",Unknown,17.72
2018,LNS143661,Tucker,Dog,"Retriever, Golden",Unknown,19.16
2017,LNS126160,Pepper,Dog,American Blue Heeler,Basset Hound,18.35
2018,LN195716,Stormy,Dog,Papillon,Unknown,27.08
2018,LNS110486,Eva Godzilla,Dog,Border Collie,"Retriever, Labrador",11.78
2017,LN81432,Perry,Dog,"Griffon, Brussels",Unknown,21.61
2018,LNS143390,Rosie,Dog,"Retriever, Labrador",Mix,22.18
2018,LNS116898,Jeffrey,Dog,Pomeranian,Unknown,21.97
2018,LNS111284,Jack,Dog,"Spaniel, American Cocker",Unknown,14.92
2018,LNS114705,Tater,Dog,"Retriever, Golden",Unknown,13.99
2017,LNS101091,Winnie,Dog,Plott Hound,Unknown,19.88
2017,LNS107848,Angus,Dog,Australian Shepherd,Border Collie,22.1
2017,LN139540,Coco,Dog,American Eskimo,"Chihuahua, Short Coat",13.04
2018,LN282025,Socks,Dog,Border Collie,"Retriever, Labrador",18.51
2018,LNS125353,Bones,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,18.61
2018,LNS139148,Gryffin,Dog,Retriever,"Poodle, Standard",16.87
2018,LN8003610,Bandit,Dog,"Foxhound, American",Mix,25.5
2017,LN834408,Jacques2,Dog,"Poodle, Miniature","Spaniel, American Cocker",21.5
2017,LN444854,Chip,Dog,"Chihuahua, Short Coat",Pomeranian,16.44
2016,LNS125111,Saki,Dog,Australian Cattle Dog,Shepherd,30.16
2018,LNS116942,Lakota,Dog,German Shepherd,Retriever,13.45
2018,LNS101064,Bailey,Dog,"Terrier, Fox, Wire",Mix,19.83
2018,LN8000424,Ezra,Dog,Retriever,"Poodle, Standard",24.2
2018,LNS131011,Frasier,Dog,"Spaniel, Cavalier King Charles","Poodle, Miniature",17.24
2017,LN79188,Aldwyn,Dog,"Terrier, Boston",Unknown,16.92
2017,LN355844,Ruby,Dog,"Retriever, Labrador","Poodle, Standard",12.41
2018,LN438361,Ginger,Dog,"Retriever, Labrador",Mix,13.64
2018,LN8000454,Rena Nofsinger,Dog,Australian Cattle Dog,Unknown,25.3
2018,LNS105179,Kylie,Dog,Australian Cattle Dog,Unknown,15.61
2017,LNS130196,Megatron,Dog,"Retriever, Golden",Mix,13.95
2016,LNS141745,Jack,Dog,"Terrier, American Pit Bull",Unknown,30.9
2017,LN274562,Bucky,Dog,"Spaniel, Cavalier King Charles",Unknown,22.04
2017,LN137703,Jay,Dog,Greyhound,Unknown,21.32
2017,LN834616,Boomer,Dog,"Retriever, Labrador",Unknown,18.42
2018,LN8002649,Gabbana,Dog,"Terrier, Jack Russell",Unknown,28.02
2017,LN436215,Rollie,Dog,Rottweiler,Mix,15.94
2018,LN8002131,Lexi,Dog,"Bulldog, American",Mix,30.53
2018,LNS130433,Riley,Dog,"Retriever, Golden",Unknown,25.29
2017,LNS105932,Jackie,Dog,"Terrier, Jack Russell",Unknown,25.92
2018,LNS145364,Frodo,Cat,Domestic Shorthair,Unknown,5.02
2017,LN897212,Pi,Cat,Domestic Longhair,Unknown,4.79
2017,LN949532,Dexter,Cat,Domestic Medium Hair,Unknown,4.53
2018,LN8004242,Honu,Cat,Domestic Shorthair,Unknown,4.16
2017,LNS105352,Abby,Cat,Domestic Shorthair,Unknown,4.64
2018,LN22176,Pandora,Cat,Domestic Longhair,Unknown,4.75
2017,LN74004,Tiny,Cat,Domestic Medium Hair,Unknown,5.01
2016,LN948401,Lizzy,Cat,Domestic Shorthair,Unknown,4.76
2018,LN954242,Cassie,Cat,Domestic Shorthair,Unknown,4.35
2018,LN127565,Lola,Cat,Domestic Shorthair,Unknown,4.18
2017,LNS100309,Mab,Cat,Domestic Medium Hair,Mix,4.1
2018,LNS120286,Siamese,Cat,Siamese,Mix,4.02
2018,LNS139623,Rin,Cat,Mix,Unknown,4.99
2018,LN578076,Tucker,Cat,Domestic Shorthair,Unknown,4.43
2018,LN8003257,Walter,Cat,Domestic Shorthair,Unknown,4.29
2017,LNS137809,Fawkes,Cat,Domestic Shorthair,Unknown,4.63
2018,LN208581,Bailey,Cat,LaPerm,Unknown,4.64
2018,LNS148156,Lily,Cat,Domestic Medium Hair,Domestic Medium Hair,5.04
2017,LN215241,Lady Snoops,Cat,Domestic Shorthair,Unknown,4.49
2018,LN204053,Nick,Cat,Abyssinian,Unknown,4.76
2017,LNS105267,Boris,Dog,"Schnauzer, Miniature",Unknown,15.95
2017,LN27145,Angelina,Dog,"Terrier, Yorkshire",Bichon Frise,29.43
2018,LNS139697,Simon,Dog,"Retriever, Labrador","Welsh Corgi, Pembroke",25.95
2017,LN86396,Nettles,Dog,Australian Cattle Dog,German Shepherd,23.9
2017,LN826914,Stella,Dog,Shepherd,Mix,32.05
2018,LN585422,Izzy,Dog,"Retriever, Golden",Mix,20.11
2018,LNS123939,Ivy,Dog,Border Collie,Mix,20.6
2018,LN138311,Kaycee,Dog,German Shepherd,Rottweiler,21.68
2017,LNS103533,Princess,Dog,"Retriever, Labrador",Unknown,27.93
2018,LN958481,Zephyr B,Dog,Bernese Mountain Dog,Unknown,26.15
2018,LNS101183,Babee,Dog,"Chihuahua, Short Coat",Mix,20.1
2017,LNS121826,George,Dog,Shiba Inu,Unknown,16.97
2018,LN439938,Josie,Dog,Italian Greyhound,Mix,21.37
2017,LN435652,Olivia,Dog,Australian Shepherd,Unknown,24.97
2017,LN898784,Finnegan,Dog,"Terrier, Soft Coated Wheaten",Unknown,19.64
2017,LNS133527,Daisy,Dog,Basset Hound,Unknown,29.03
2017,LNS138605,Livia,Dog,"Welsh Corgi, Pembroke",American Blue Heeler,13.85
2018,LN834742,Beatrice,Dog,Mexican Hairless,Unknown,18.38
2017,LN438714,Moe,Dog,"Terrier, Jack Russell",Mix,28.38
2017,LNS101802,Roman,Dog,Australian Shepherd,Unknown,16.06
2018,LNS144493,Lucy,Dog,"Retriever, Golden","Poodle, Miniature",18.16
2018,LN81603,Yoshi,Dog,Shiba Inu,Unknown,12.33
2017,LNS106601,Ellie,Dog,"Chihuahua, Short Coat",Terrier,14.32
2018,LNS143406,Jacques,Dog,"Bulldog, French",Unknown,17.03
2017,LN279328,Ninja,Dog,"Terrier, American Pit Bull",Unknown,24.24
2018,LNS127110,Beebo,Dog,Boxer,Unknown,20.18
2018,LN8004150,Mac,Dog,"Retriever, Labrador",Unknown,15.45
2017,LNS135737,Rio,Dog,Leonberger,Unknown,26.28
2018,LNS144139,Ivy,Dog,"Retriever, Labrador",Bernese Mountain Dog,16.76
2018,LN8003398,Nixon,Dog,"Terrier, Border",Unknown,29.74
2017,LN82764,Nix,Dog,Shiba Inu,Unknown,18.16
2018,LNS145800,Luca,Dog,"Retriever, Golden","Poodle, Standard",35.21
2018,LNS146317,Daisy,Dog,Hound,Mix,12.14
2018,LN213996,Muji Hopalong Pancake,Dog,Boxer,Unknown,21.41
2017,LN139386,Baxter,Dog,"Retriever, Labrador",Unknown,26.74
2018,LN30025,Friday,Dog,"Retriever, Golden",Unknown,17.66
2018,LNS129934,Luke,Dog,"Retriever, Labrador","Poodle, Standard",30.42
2018,LNS140232,Nellie,Dog,Catahoula Leopard dog,Unknown,20.17
2017,LN83950,June,Dog,"Retriever, Golden","Poodle, Standard",17.02
2018,LNS143341,Auntie,Dog,Rottweiler,"Setter, Irish",17.85
2018,LNS143466,Addie,Dog,"Terrier, Jack Russell","Chihuahua, Short Coat",20.59
2016,LN133111,Dog Horse El.,Cat,Domestic Shorthair,Unknown,3.74
2018,LNS125230,Hamilton,Cat,Maine Coon,Unknown,4.35
2018,LNS146853,Pablo,Cat,Domestic Shorthair,Mix,4.82
2016,LNS119164,Snowflake,Cat,Domestic Shorthair,Mix,4.85
2018,LN8000802,Biggie,Cat,Domestic Shorthair,Mix,4.46
2017,LNS136955,Merle,Cat,Domestic Shorthair,Unknown,4.47
2018,LNS109257,Minnie,Cat,Domestic Medium Hair,Unknown,4.11
2018,LNS138598,George,Cat,Domestic Longhair,Mix,4.01
2018,LNS104449,Leonidas,Cat,Domestic Shorthair,Mix,4.64
2018,LNS111200,Winston,Cat,Domestic Shorthair,Tiffany,4.05
2017,LN272430,Samantha,Cat,Abyssinian,Unknown,4.36
2018,LN128543,Chibi,Cat,Domestic Shorthair,Unknown,4.7
2017,LN952033,Princess Anne,Cat,Manx,Unknown,4.35
2018,LNS141730,Lowell Katz,Cat,Domestic Shorthair,Unknown,4.44
2018,LNS121761,Jr,Cat,Domestic Shorthair,Mix,4.61
2018,LNS112922,Chile,Cat,Domestic Shorthair,Mix,3.95
2018,LN954627,Bella,Cat,Domestic Medium Hair,Unknown,5.02
2018,LN281239,Ponyo,Dog,German Shepherd,"Collie, Rough",23.88
2017,LN834364,Chacha,Dog,"Terrier, American Staffordshire",Unknown,26.31
2018,LNS111231,Gaia,Dog,Cane Corso,Unknown,14.37
2017,LNS103006,Maggie,Dog,"Terrier, Boston",Unknown,27.09
2018,LN81944,Annie,Dog,"Retriever, Labrador",Unknown,22.41
2018,LNS117873,Moti Harvey,Dog,"Retriever, Labrador",Unknown,24.65
2017,LNS138901,Jax,Dog,Catahoula Leopard dog,Boxer,21.61
2017,LNS129402,Dexter,Dog,Pomeranian,Unknown,33.16
2017,LN731505,Hudson,Dog,"Retriever, Labrador",Great Dane,22.85
2017,LNS132359,Rooney,Dog,Alaskan Malamute,Unknown,25.64
2018,LN904502,Gabby,Dog,Boxer,Unknown,13.98
2018,LN825996,Teddy Bear,Dog,Bernese Mountain Dog,Unknown,26.5
2018,LN8000008,Cthulhu,Cat,Domestic Medium Hair,Mix,4.42
2017,LN142546,Freda,Cat,Domestic Medium Hair,Mix,4.59
2018,LNS138579,Tansy,Cat,Ragdoll,Unknown,5.18
2018,LN276929,Aaliyah,Cat,Domestic Medium Hair,Unknown,4.11
2017,LN824180,Zorro,Cat,Siamese,Unknown,4.61
2017,LN28811,Dory,Cat,Domestic Shorthair,Unknown,4.23
2017,LN134163,Lbj,Cat,Siamese,Unknown,5.27
2018,LN138818,Zelda,Dog,Havanese,Unknown,18.95
2018,LN8000231,Levi,Dog,"Retriever, Labrador",Australian Cattle Dog,29.81
2017,LNS111454,Lana,Dog,"Collie, Smooth",Unknown,19.06
2017,LNS133860,Max,Dog,Shetland Sheepdog,Unknown,7.77
2017,LN79580,Luci,Dog,"Retriever, Labrador","Poodle, Miniature",9.47
2017,LN359686,Sally Mae,Dog,German Shepherd,Unknown,23.1
2017,LNS106366,Diego,Dog,English Shepherd,Australian Shepherd,13.7
2018,LN26994,Nanook,Dog,"Retriever, Labrador",Unknown,18.78
2018,LN731263,Empress,Dog,"Retriever, Labrador",Australian Shepherd,21.36
2018,LN443513,Nikita,Dog,Shetland Sheepdog,Unknown,31.02
2017,LN904899,Henry,Dog,"Retriever, Labrador",Unknown,2.55
2017,LNS131312,Kubo,Dog,Mix,Unknown,9.96
2018,LNS140406,Sounder,Dog,"Retriever, Labrador",Mix,21.45
2018,LNS146230,Ruby,Dog,"Retriever, Labrador",Unknown,17.4
2017,LN79430,Friend,Dog,"Dachshund, Standard Smooth Haired",Unknown,20.82
2018,LNS142836,Harper,Dog,Australian Cattle Dog,Mix,22.33
2018,LN358038,Oliver Max,Dog,Xoloitzcuintli,Unknown,14.33
2018,LNS140211,Luna,Dog,Pomeranian,Siberian Husky,27.04
2018,LN137890,Athena,Dog,"Retriever, Labrador",Mix,23.44
2017,LNS127904,Keira,Dog,"Retriever, Labrador",Unknown,24.2
2017,LNS127192,Riley Rose,Dog,Havanese,Bichon Frise,25.24
2018,LNS136966,Gremlie,Dog,Pomeranian,Papillon,11.23
2018,LNS142432,Trixie,Dog,Shetland Sheepdog,Mix,22.48
2018,LN583550,Henry,Dog,"Retriever, Labrador",Unknown,17.35
2017,LN361023,Tillie,Dog,Border Collie,"Spaniel, Welsh Springer",19.09
2017,LN360510,Happy,Dog,Maltese,"Poodle, Miniature",23.44
2018,LN216410,Remy,Dog,"Retriever, Labrador","Poodle, Standard",20.65
2017,LN84038,Annabelle,Dog,"Terrier, Airedale",Unknown,12.06
2018,LN584962,Mae,Dog,"Vizsla, Smooth Haired",Unknown,20.26
2018,LNS115857,Coal,Cat,Domestic Shorthair,Mix,4.66
2018,LN347482,Ned,Cat,Domestic Medium Hair,Unknown,4.26
2018,LN134082,Houdini,Cat,Domestic Shorthair,Unknown,4.59
2018,LN8001168,Moonstone Whistler,Cat,Domestic Shorthair,Mix,4.77
2016,LN73451,Frank Sinatra,Cat,Siberian,Unknown,4.47
2018,LN19183,Spike,Cat,LaPerm,Unknown,4
2017,LN133006,Melon,Cat,Domestic Shorthair,Unknown,4.4
2018,LN897925,Dory,Cat,British Shorthair,Unknown,4.58
2017,LN347240,Mia,Cat,Domestic Shorthair,Unknown,4.55
2018,LN73589,Snoopy,Cat,Siamese,Mix,4.46
2017,LNS134716,Sophie,Cat,Domestic Shorthair,Unknown,4.59
2018,LNS108287,Kiria,Cat,Domestic Shorthair,Mix,4.22
2017,LN361201,Dickens,Cat,Domestic Shorthair,Unknown,3.92
2018,LNS128022,Artemis,Cat,Domestic Shorthair,Unknown,4.21
2018,LN8000908,Remy,Dog,Catahoula Leopard dog,Alaskan Husky,21.9
2017,LNS130508,Tina,Dog,"Retriever, Golden",Unknown,28.26
2018,LNS143357,Apollo,Dog,"Welsh Corgi, Pembroke",Unknown,12.77
2017,LNS133425,Kain,Dog,"Terrier, American Pit Bull",Mix,11.39
2018,LNS123714,Remi,Dog,"Terrier, Yorkshire","Dachshund, Miniature Smooth Haired",23.21
2018,LNS109223,Annabelle,Dog,"Spaniel, Cavalier King Charles",Unknown,31.45
2018,LNS115509,Rawlie,Dog,"Retriever, Golden","Spaniel, American Cocker",18.9
2018,LNS144716,Leo,Dog,"Bulldog, French",Unknown,27.85
2018,LN8002215,Key,Dog,"Terrier, American Pit Bull",Mix,17.06
2018,LNS140667,Soappy,Dog,Akbash,Unknown,26.9
2017,LNS125005,Deaf Jeff,Dog,"Terrier, American Pit Bull",Unknown,20.52
2018,LN217558,Damien,Cat,Maine Coon,Mix,4.14
2017,LN732743,Bruce Campbell,Cat,Devon Rex,Unknown,3.9
2018,LNS145105,Cupcake,Cat,Domestic Shorthair,Unknown,4.02
2018,LN715343,Boo,Cat,Domestic Shorthair,Unknown,4.42
2018,LNS144336,Sonnet,Cat,Domestic Shorthair,Unknown,4.99
2017,LN26763,Nalu,Dog,"Retriever, Labrador",Unknown,22.96
2015,LN964536,Rudy,Dog,"Chihuahua, Short Coat",Unknown,23.45
2018,LN8002102,Dexter,Dog,"Retriever, Labrador","Poodle, Standard",4.39
2017,LNS106813,Mika,Dog,Australian Shepherd,Unknown,19.82
2017,LNS135395,Lexi,Dog,"Terrier, Boston",Mix,18.18
2018,LN8001550,Pepper,Dog,"Terrier, Cairn",Unknown,18.64
2017,LNS132000,Aspen,Dog,Border Collie,Mix,17.75
2018,LN136914,Luna,Dog,"Bulldog, French",Unknown,23.9
2018,LNS109690,Dorothy,Dog,Shih Tzu,Mix,14.55
2018,LN905497,Libby,Dog,Terrier,Mix,18.4
2018,LNS113796,Zuul,Dog,Pug,"Terrier, Boston",19.33
2018,LNS142064,Remi,Dog,"Terrier, Staffordshire Bull",Shepherd,21.76
2018,LNS101926,Penelope,Dog,"Retriever, Labrador",Mix,25.92
2017,LNS127723,Stewie,Dog,"Terrier, Staffordshire Bull","Terrier, American Pit Bull",15.43
2018,LN8000950,Kenzee,Dog,"Retriever, Golden",Unknown,17.13
2018,LNS139561,Macie,Dog,Border Collie,Mix,20.83
2018,LN8002370,Bentley,Dog,Shih Tzu,Unknown,21.38
2018,LNS146573,Georgia,Dog,"Spaniel, English Springer",Mix,9.56
2017,LNS136376,Maple,Dog,"Poodle, Standard","Retriever, Golden",36.15
2018,LN24441,Mocha,Dog,Shih Tzu,Bichon Frise,23.52
2018,LN359541,Aldo,Dog,Siberian Husky,German Shepherd,19.68
2017,LN138064,Annie,Dog,"Terrier, Fox, Smooth","Dachshund, Standard Smooth Haired",12.96
2018,LNS143111,Pippin,Dog,"Terrier, West Highland White",Unknown,18.64
2018,LNS102698,Kuma,Dog,Shiba Inu,Unknown,12.88
